model_name,model_source_url,tags_source_url,translation_source_url,tag_id,tag,display_name_en,wd14_category_id,wd14_category,semantic_class,chinese_translation,chinese_description,english_description,translation_method,note
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1467259,diagonal_bangs,diagonal bangs,0,general,Other General,斜刘海,刘海以不规则的斜线剪切，一侧较长逐渐到另一侧较短。,"Bangs that are cut in an odd diagonal line, being longer on one end of the forehead and progressively shorter to the other.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,383907,swimsuit_aside,swimsuit aside,0,general,Attire / Accessory,泳装移开,泳装被拉到一边而不是内裤,A swimsuit is being pulled to the side instead of panties,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1319620,wing_hair_ornament,wing hair ornament,0,general,Body / Appearance,翅膀发饰,一个翅膀形状的发饰或发夹。,A hair ornament or hairpin shaped like a wing or wings.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,520227,cowlick,cowlick,0,general,Other General,翘发,一束不听话的头发从头骨上竖起或以与其余头发不一致的角度躺着。,An unruly lock or section of hair that sticks straight out from the skull or lies at an angle at odds with the rest of an individual's hair.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1274212,green_cape,green cape,0,general,Attire / Accessory,绿色披风,绿色的披风。,A cape that is colored green.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,687202,pussy_juice_stain,pussy juice stain,0,general,NSFW / Nudity,阴液污渍,被阴液弄脏的内裤或衣物,Panties or clothing that are stained with pussy juice,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,468068,spread_toes,spread toes,0,general,Action / Pose,张开的脚趾,图片显示张开的脚趾。,The image shows feet with toes spread apart.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,410131,perky_breasts,perky breasts,0,general,Body / Appearance,挺拔胸部,胸部自然上翘。,Breasts with a noticeable upward perk naturally.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1782786,median_furrow,median furrow,0,general,Other General,中央脊沟,人背部中央的垂直线。,The vertical line in the middle of a person's back.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1233722,maid_bikini,maid bikini,0,general,Attire / Accessory,女仆比基尼,这是一个女仆风格的比基尼。,A maid-themed bikini.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,447984,vegetable,vegetable,0,general,Attire / Accessory,蔬菜,可食用的种子、根、茎、叶、球茎、块茎或任何草本植物的不甜果实,Edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any herbaceous plant,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,656168,hands_on_another's_face,hands on another's face,0,general,Body / Appearance,双手放在他人脸上,一个人物的双手放在另一个人物的脸上。,Both hands of one character are on another character's face.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,5171,map,map,0,general,Other General,地图,显示位置的图片或示意图，通常带有街道、城市或地标信息。,"A picture or diagram representation of a location, often with street, city, or landmark information.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,586174,neon_trim,neon trim,0,general,Other General,霓虹边缘,高对比度，物体表面亮光或脉动的线条,"High contrast, brightly-glowing or pulsing lines over an object's surface",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1344905,holding_dagger,holding dagger,0,general,Action / Pose,持匕首,有人持有至少一把匕首。,Someone is holding at least one dagger.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,573688,reindeer_antlers,reindeer antlers,0,general,Other General,驯鹿角,一只成熟的驯鹿的角,Antlers from a mature reindeer,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1339523,bone_hair_ornament,bone hair ornament,0,general,Attire / Accessory,骨头发饰,一个形状像骨头的发饰，或者是用实际骨头改造的发夹。,"A hair ornament shaped like a bone, or is an actual bone repurposed to be a hairclip.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1227710,tail_through_clothes,tail through clothes,0,general,Attire / Accessory,尾巴穿过衣服,一条尾巴穿过一件衣服，通常通过臀部开口。,"A tail going through a piece of clothing, often through an ass cutout.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1305030,green_leotard,green leotard,0,general,Attire / Accessory,绿色紧身连衣裤,绿色的紧身连衣裤。,A leotard that is colored green.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,380328,pompadour,pompadour,0,general,Other General,卷发式髮型,一种将前面的头发从前额向上梳成高卷的髮型。,A hairstyle where the front hair is swept up from the forehead into a high roll at the top of the head.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,397148,huge_nipples,huge nipples,0,general,NSFW / Nudity,巨大的乳头,乳头看起来比正常更长或更厚，衣服遮盖或裸露。,"Nipples which appear longer or thicker than normal, clothed or exposed.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,9510,cream,cream,0,general,Other General,奶油,由牛奶上层高脂肪层在均质化之前撇去制成的乳制品。,A dairy product composed of the higher-butterfat layer skimmed from the top of milk before homogenization.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,411511,adjusting_swimsuit,adjusting swimsuit,0,general,Action / Pose,调整泳装,当角色在调整自己的泳装或别人的泳装时。,When a character is adjusting their own swimsuit or someone else's.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1307725,green_scarf,green scarf,0,general,Attire / Accessory,绿色围巾,颜色为绿色的围巾。,A scarf that's colored green.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,3759,parfait,parfait,0,general,Other General,冰淇淋圣代,一种由冰淇淋或奶油和水果及/或水果果冻分层组成的甜点，装在高脚杯中。,"A dessert made up of layers of ice cream or cream and fruit and/or fruit gelatin, served in a tall glass.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,447030,candy_apple,candy apple,0,general,Other General,糖苹果,糖苹果是整颗苹果裹上硬糖涂层、焦糖或巧克力。,"Candy apples are whole apples covered in a hard sugar candy coating, caramel, or chocolate.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,394619,furisode,furisode,0,general,Attire / Accessory,振袖,振袖是日本未婚女性穿着的一种长袖和服。,A furisode is a type of kimono with long sleeves worn by unmarried women in Japan.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,507625,calligraphy_brush,calligraphy brush,0,general,Other General,毛笔,用于书法和水墨画的圆头刷。,A round-tipped brush used for writing calligraphy and ink painting.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1517305,presenting_armpit,presenting armpit,0,general,Attire / Accessory,展示腋下,以故意挑逗或猥亵的方式向观众展示腋下,Presenting one's armpits to the viewer in a deliberately suggestive or lewd manner,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,711562,striped_tail,striped tail,0,general,Attire / Accessory,条纹尾巴,有条纹图案的尾巴,A tail that has a striped pattern,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,468016,;q,;q,0,general,Other General,';q',眨一只眼睛同时舌头向上伸出,Winking while sticking the tongue out upwards of the mouth,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,659834,spoken_squiggle,spoken squiggle,0,general,Other General,说话波纹,表现情绪的波纹线，用于对话框内。,A squiggle depicting emotions used inside a speech bubble.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,375882,cuts,cuts,0,general,Other General,伤口,被尖锐物体割破或撕裂的皮肤伤口，一种伤害类型。,"Cuts or tears to the skin caused by something sharp, a type of injury.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,559692,clothed_pokemon,clothed pokemon,0,general,Other General,穿衣服的宝可梦,穿衣服的宝可梦，包括戴帽子。,"A Pokemon wearing clothes, including hats.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1888618,fairy_(sao),fairy (sao),0,general,Species / Fantasy Trait,精灵_(sao),ALfheim Online 的居民，是经典动漫刀剑神域第二篇章《妖精之舞》中的精灵。,"The inhabitants of ALfheim Online, a world of fairies, present in the second arc of Sword Art Online, titled Fairy Dance.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,519703,alternate_universe,alternate universe,0,general,Other General,替代宇宙,用于假设性、非规范的情况，例如已故角色还活着或环境彻底改变。,"Used for hypothetical, non-canonical situations like a deceased character still being alive or a radical shift in setting.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,506137,jacket_around_waist,jacket around waist,0,general,Attire / Accessory,腰间系外套,当一件外套被绑在角色的腰上时。,When a jacket is tied around a character’s waist.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,595006,green_sweater,green sweater,0,general,Attire / Accessory,绿色毛衣,一件绿色的毛衣,A sweater that is green,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1227744,multiple_crossover,multiple crossover,0,general,Attire / Accessory,多重交叉,这涉及至少三个不同版权的交叉、融合或模仿。,"This involves at least three different copyrights through crossover, fusion, or parody.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,676352,pokephilia,pokephilia,0,general,Other General,宝可梦恋,人类与宝可梦之间的性或浪漫关系。,A sexual or romantic relationship between a human and a Pokemon.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,467500,beer_can,beer can,0,general,Attire / Accessory,啤酒罐,一个装有啤酒的铝罐,An aluminum can containing beer,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1641895,gloved_handjob,gloved handjob,0,general,Attire / Accessory,戴手套手交,使用者戴着手套进行手交。,A handjob where the person giving the handjob is wearing a glove.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,430704,medical_eyepatch,medical eyepatch,0,general,Attire / Accessory,医用眼罩,一个用于医疗目的的眼罩，在日本通常是方形的，白色的。,"An eyepatch worn for medical purposes, typically in square shape and white in Japan.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,513153,magazine_(weapon),magazine (weapon),0,general,Object / Prop,弹匣_(武器),一种用于存储弹药并将其送入重复射击火器的装置。,A device used for storing ammunition and feeding it into a repeating firearm.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1383010,purple_choker,purple choker,0,general,Attire / Accessory,紫色颈圈,紫色的颈圈,A choker that is colored purple,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,510576,swim_trunks,swim trunks,0,general,Attire / Accessory,泳裤,专门用于游泳的短裤，通常带有抽绳。,Shorts worn specifically for swimming and normally featuring drawstrings.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,387248,banner,banner,0,general,Other General,横幅,一个布料承载符号、徽标、口号或其他信息，通常是垂直方向的。,"A piece of cloth bearing a symbol, logo, slogan, or other message often oriented vertically.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,147971,stylus,stylus,0,general,Other General,触控笔,用于在数字设备上绘图和书写的类似笔的指示设备,A pen-like pointing device used in drawing and handwriting in digital devices,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1417279,holding_underwear,holding underwear,0,general,NSFW / Nudity,拿着内衣,拿着任何类型的未穿过的男性或女性内衣。,Holding any type of unworn male or female underwear.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1436828,obiage,obiage,0,general,Attire / Accessory,带扬,用于覆盖枕头和固定束腰带结的围巾状布料。,A scarf-like piece of cloth used to cover the pillow and secure the bow of the obi.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1835909,frilled_one-piece_swimsuit,frilled one-piece swimsuit,0,general,Attire / Accessory,荷叶边连体泳衣,带有荷叶边的连体泳衣。,A one-piece swimsuit with frills.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,476448,kote,kote,0,general,Other General,小手,日本装甲中从前臂到肩膀的护甲袖,Armored sleeves covering from forearms to shoulders in Japanese armor,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,515648,coattails,coattails,0,general,Attire / Accessory,燕尾服,大衣背部未连接并延伸过腰部的衣摆.,Flaps at the back of a coat that are not joined together but continue to extend past the waist area.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1956240,braided_hair_rings,braided hair rings,0,general,Body / Appearance,编发环,编织的发环,Hair rings that are braided,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1805482,non-humanoid_robot,non-humanoid robot,0,general,Attire / Accessory,非人形机器人,该标签适用于不具有类人形态的机器人。,This tag is for robots that don’t have a humanoid shape.,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1441861,orange_footwear,orange footwear,0,general,Attire / Accessory,橙色鞋类,任何款式的橙色鞋类,Any style of footwear that are colored orange,deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,380329,briefcase,briefcase,0,general,Other General,公文包,一种用于携带文件如纸张、文件或书籍的包，主要由商务人员使用。,"A case used for carrying documents such as papers, files, or books, mostly used by business people.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3,https://huggingface.co/SmilingWolf/wd-vit-tagger-v3/resolve/main/selected_tags.csv,https://huggingface.co/datasets/deepghs/tags_meta,1373356,yellow_kimono,yellow kimono,0,general,Attire / Accessory,黄色和服,一种黄色的和服，包括浴衣和振袖。,"A kimono that is colored yellow, including yukatas and furisodes.",deepghs_tags_meta_general_tags.csv,語義分類為規則式分組，非模型官方欄位。
